avg_euclid_speed,max_euclid_speed,min_euclid_speed,avg_x_manhattan_speed,max_x_manhattan_speed,min_x_manhattan_speed,avg_y_manhattan_speed,max_y_manhattan_speed,min_y_manhattan_speed,STD to Vertical Central Line,STD to Horizontal Central Line,Ratio A1,Ratio A2,Ratio A3,Ratio A4,Ratio A5,Large Drift from Max Horizontally,Large Drift from Max Vertically,Small Drift from Max Horizontally,Small Drift from Max Vertically,Large Drift from Average Horizontally,Large Drift from Average Vertically,Small Drift from Average Horizontally,Small Drift from Average Vertically
9.053035156727981,0.011502732405660136,36.561324836197144,5.318488923244164,0.01120588829627241,25.12782673124851,6.241407430005633,0.0025963282318861047,27.29932228196888,0.29415828217756135,43.747684820703036,71.09665427509346,56.46811982748568,261.4745667320044,214.879130078144,109.52955715325521,149139.51011572068,56.98684595850035,99412.76811572068,7.345997825445045,199097.81323165254,129.04916180488868,102233.7297631535,21.05846128271147,
10.739619815788956,0.05993563652085975,31.091980576782213,6.5673252442095436,0.0032458657919921864,17.993371600382677,6.751781620495334,0.059847680660331304,27.703806931645154,0.3060221971982455,39.36795915914916,292.6426297220554,477.9208398228568,132.0278240779978,226.43144270008733,133.1881774605403,199536.3424947839,53.99091371376943,140154.69649478394,8.747602476581747,259134.85852977596,126.81932908792521,142915.1207857108,23.23266954899146,
16.560734408797607,0.6537493333629928,38.902325329136104,10.635503836848587,0.023896813263473697,29.50944740474671,11.090573355774435,0.09575796209071338,28.609050614487906,0.3007166762385076,69.63073638882473,91.38531045851366,209.4485142495142,164.70976251251528,243.73436276808536,149.18343572183414,113643.90801462502,40.36750419668176,66153.35201462501,10.651002753123441,162010.56231112967,107.97076701392115,71964.2481891671,33.05971258056389,
10.467956298491933,1.101568758527991,25.743217253413377,5.611952886973325,0.12770836208452652,16.40112952366798,7.695620376609849,0.06621802728318432,21.854353505522816,0.2889717613242265,100.60728333197353,233.58334402235934,1289.5725764565707,206.1199689151058,244.75932278856004,351.07614658568235,90702.17860658822,43.2638036187168,32570.29660658819,9.160833120635434,149493.01233574227,108.9769176852165,37512.87577546469,26.475700389643706,
14.001067695174322,0.6077678803582319,27.998371325730357,9.282319645498998,0.15068509717132642,18.897555902236093,7.585811785370046,0.0030143856891886164,24.11186406823909,0.3007579087629082,69.86871033827181,800.8849287851732,203.98787445162017,162.96680533220484,219.37005106293012,178.00302122821455,110655.97211882682,41.20689500412153,59649.963118826774,9.49550315574169,162320.65192974277,106.45301326771504,64609.135919808825,28.154345201248276,
8.041914014862021,0.14678976620116313,29.385210892659615,5.821565384393299,0.01538700921491652,29.37604813194793,3.481582762025354,0.051103746351120166,24.14644832554128,0.2910000692222427,68.0044853936986,38.823658854780646,35.692007436092204,59.537424485018086,242.09910353473788,120.69260645827164,42741.76497487942,101.24851732880785,9791.47497487941,10.798438073865801,77180.06370947654,217.7177201040843,16184.487974771977,23.000555660113257,
17.545068174940994,0.1457410584257045,30.244884010291223,8.692585577829705,0.1098757840363979,16.89415816012791,13.484666515721466,0.026726714435343822,28.31465530107998,0.32906473163545785,122.58279677450366,567.751759505066,47.74822069101765,307.868178189948,190.40226351472674,88.3789264049171,63092.80898193086,45.16507267218636,12955.735416917963,12.303093169828351,123632.8187354372,136.92030026247477,24665.65361871951,51.51271807803395,
14.014271864088839,0.2035236794213097,35.097547834083436,8.878580557280333,0.09922467084607486,29.775762317458508,8.785773654650102,7.07636233509201E-4,27.52861583628326,0.311347838388608,101.06567039416414,72.95858073097342,16.15277439963105,280.82024695130207,229.49393445865542,179.89988143559395,80593.34427007579,63.34939842807432,23396.3572700758,13.623787669488605,140180.43586721248,162.4572703905833,33887.21532801431,41.51140450244028,
7.39790875445501,0.7873932989998923,36.77810487689291,4.334333130847864,0.004967164522926408,27.668510156591662,4.889201017755925,0.036603572707449426,24.22978629807366,0.3361066985475565,180.85451078417628,220.09405339805826,260.6057867935125,6.052855488194351,388.14380043328055,496.45559774851716,38659.28617908427,100.27719254186802,21312.627294417875,16.146358632897297,100874.44409818722,232.13375924730047,34124.522307845444,36.21536796580348,
28.2902062033772,2.8375868765611125,41.121134140008984,21.991617870512414,2.8325344517675224,30.0,15.186875814874103,0.005026613584162247,29.41261852698702,0.3155027476583344,161.0843752724905,649.7971736054127,22.475932409432172,364.98200864328777,219.83090859583092,195.2094270140002,56251.568818271735,44.59912592470429,11134.356190830917,11.369888861529121,118524.61982655055,128.68899188089495,21992.821808667653,43.85749702088839,
11.802428653454912,0.25651348165130994,34.9963000326938,6.002743227459687,0.005314601939128118,23.45072323577711,8.981349896806062,0.0349812394552741,26.175455155393735,0.3382495003234424,115.94527786882759,131.85169107216208,211.904194637927,284.71846766756585,387.93067509209476,308.74099863232584,17444.06055378995,51.841715606959944,8103.134372952897,8.607890714244958,46148.26071253777,134.13546706643746,18121.497590435098,34.72381964695832,
15.128650473223683,0.21221727523145734,35.637399133131076,4.268894257508024,0.030926666558720586,23.535517090626467,13.958450799210237,0.09612839631564189,26.784984459053145,0.3238057728896885,111.10166403298767,415.38262053465303,217.9452821222604,690.987678604075,740.2612119835394,278.2406768903685,40413.73416420549,25.382969799891228,6109.942973383097,5.891521707691345,77560.96103274779,82.59243366739098,11992.393424128646,35.13481472262164,
9.025597007165711,0.037583075973936994,29.941467114007576,6.13051672667573,0.008393944055020945,27.110901140433757,4.25117440403509,0.0020074463769992586,29.941465937406946,0.30642892181126713,183.16567660171563,492.86226365431173,789.1251280972951,285.9184152817021,780.3679530940382,837.1334676926574,22040.42732680129,3.7347534207365887,10170.054761461104,3.9161985145417826,55504.40652377707,28.580245473965046,16221.643109617076,22.669939847931293,
7.898266120107815,0.11188607756521166,30.12308210525309,4.275420522053866,0.11167436175546287,22.273186028908192,4.890758357042993,0.006879773211274525,29.966720689100946,0.33079738377228823,182.22677146481078,381.9448991619643,1113.2188690478063,1400.3352923394991,1083.4843002255745,655.9070484500587,17877.192332583483,3.1495919339284613,4877.642860969024,2.643942168583787,40168.31078362099,21.575834788780107,9132.08012379476,16.207838268670443,
19.47324694726267,0.41722049526283983,35.307190880001954,6.792342307302458,0.040591475790080926,26.123019044049535,17.56962200035593,0.41201575517708877,23.810220206309527,0.3413864128697895,118.63168704890015,17.44175897204679,461.43419377816036,464.33970466806414,553.4122105466303,394.5508332284214,32445.092057301856,9.009860021701074,6034.3325071624395,3.8190233888924108,63292.012082021334,46.19598233736233,11618.798899575577,30.08324858317702,
8.938918870634927,0.20277598979046252,40.63928316053834,5.800251307607754,0.009891022131164065,29.903915785011566,5.634895969538556,0.028220914628932937,27.519214315189863,0.32676540614743793,120.69829992019885,98.72968095805344,416.9335709786796,85.83444048079839,224.21379612275496,356.54013450538656,40034.85318896855,55.89864085510062,5488.471567877136,7.249519039643473,77263.47068713323,128.20982569248224,10386.653530381689,22.06868508035512,
14.321141135431095,0.05615849538313113,38.55604980607635,5.871843638535337,0.04446622381937721,26.623531404648688,12.227506934951188,0.03366385644928789,27.88828700717069,0.28389726300277823,138.8637795936626,117.41396474653,101.90725136701967,672.0960750679915,418.52416806086705,114.31665732860482,80618.84109168511,43.7431770634923,13829.08352766787,11.599826119448375,154885.34459778026,125.04686591422582,25196.839169234947,42.50428369830863,
10.226549534655316,0.12435657883268927,25.916540968480888,5.793114546697235,0.014300507914589655,23.870999556191137,7.407522357227483,0.011488098945363363,19.763079057352947,0.2588467620429841,88.09313892781225,110.41408225115015,666.8633277291567,267.1505325837409,175.4735821455877,53.13289229529971,171183.9427090231,30.748915584851364,73510.75970902303,19.32429578093071,270344.37752363965,108.81514841129523,82354.23598772756,55.07276152218948,
13.859949230064533,0.07556600531526973,24.044418470204505,8.004575758815143,0.03007018915036986,18.783286557483546,10.034315551756686,0.05334901304768193,15.66416848106184,0.2839531206670732,124.65563253183451,383.48758332001506,173.88966191028163,342.21737767367955,187.80911342893538,151.2577446541041,96946.89985622138,35.836502708361365,30147.33208013644,13.146164355219538,171107.34795588578,114.59925442679042,44465.08700804132,50.072727428404605,
11.96026277759799,0.4967999497912244,26.10953035179182,5.089297719286478,0.00887326143231003,19.801428240160146,9.697454543128636,0.031205093474629415,20.61158127515368,0.28131182365565305,105.18969892445266,116.08123155509547,325.2509497920768,513.9486300573362,155.28593179004054,220.65814317150787,129124.4392279174,47.94591581121172,40176.093138385055,15.841382554997022,221812.65160755042,140.7487895161539,51083.928744923825,52.019460697809215,
12.54918620456762,0.29173200856562187,26.03113296778335,7.476536056748253,0.06929291209456338,24.113194105285793,8.427616944594874,0.1651641380502178,17.668924959976575,0.2606228585795734,122.50807849580275,283.220989274906,296.01809159400193,625.7885542091739,314.19001381942314,156.45944743377635,145194.53622198143,40.12351411219136,47968.809247207435,17.843834830325846,246786.87295747976,125.4203478447805,62359.397692807936,53.17169158352107,
